epoch,acc,loss,val_acc,val_loss
0,0.37785714285714284,1.087121055466788,0.37142857142857144,1.0873446689333235
1,0.38321428571428573,1.0865454714638847,0.37142857142857144,1.087790596825736
2,0.38321428571428573,1.0856085211890085,0.37142857142857144,1.0875077949251448
3,0.37214285714285716,1.085054419381278,0.37142857142857144,1.0897405808312552
4,0.38321428571428573,1.0856672062192645,0.37142857142857144,1.0880398334775652
5,0.38321428571428573,1.085349829537528,0.37142857142857144,1.087245844432286
6,0.38321428571428573,1.0853497096470424,0.37142857142857144,1.0871248633520945
7,0.37392857142857144,1.086186625616891,0.37142857142857144,1.0871645089558193
8,0.38321428571428573,1.0851857689448765,0.37142857142857144,1.0880412415095737
9,0.38321428571428573,1.0852916213444301,0.37142857142857144,1.0871614905766078
10,0.38321428571428573,1.084775847707476,0.37142857142857144,1.0879388911383492
11,0.38321428571428573,1.0850611087254116,0.37142857142857144,1.087355477469308
12,0.38321428571428573,1.0855593095506941,0.37142857142857144,1.087434889929635
13,0.38321428571428573,1.0853101233073643,0.37142857142857144,1.0872773592812675
14,0.38321428571428573,1.084811635017395,0.37142857142857144,1.0873665414537703
15,0.38321428571428573,1.085261582647051,0.37142857142857144,1.0874307128361294
16,0.38321428571428573,1.0849184335981097,0.37142857142857144,1.087241300174168
17,0.38321428571428573,1.0854245471954345,0.37142857142857144,1.087190978867667
18,0.38321428571428573,1.0850358629226684,0.37142857142857144,1.0878679929460797
19,0.38321428571428573,1.085015308516366,0.37142857142857144,1.0873476498467582
